source,target,km,days,expense,type,BREED
50586,50592,136.909,0.765,0.076,coastal,routes
50586,50594,84.916,0.766,0.077,coastal,routes
50586,50613,492.047,2.975,0.297,slowcoast,routes
50588,50169,134.778,0.678,0.068,coastal,routes
50588,50363,126.76,0.66,0.066,coastal,routes
50588,50592,108.865,0.906,0.091,coastal,routes
50588,50597,135.311,0.759,0.076,coastal,routes
50588,50613,313.931,1.896,0.19,coastal,routes
50590,50019,56.647,0.359,0.036,coastal,routes
50590,50169,336.653,1.68,0.168,coastal,routes
50590,50223,71.208,5.527,0.553,coastal,routes
50590,50594,41.416,0.449,0.045,coastal,routes
50590,50613,515.806,2.582,0.258,coastal,routes
50592,50569,174.37,1.163,0.116,coastal,routes
50592,50586,142.84,1.004,0.1,coastal,routes
50592,50588,108.865,0.619,0.062,coastal,routes
50593,50550,373.929,3.021,0.302,coastal,routes
50593,50582,173.506,0.954,0.095,coastal,routes
50593,50613,191.696,1.012,0.101,coastal,routes
50593,50775,104.022,0.54,0.054,coastal,routes
50593,50776,58.191,0.534,0.053,coastal,routes
50593,50777,64.713,0.512,0.051,coastal,routes
50593,50788,51.15,0.241,0.024,coastal,routes
50594,50214,62.235,5.345,0.535,coastal,routes
50594,50564,205.152,1.239,0.124,coastal,routes
50594,50586,73.66,0.443,0.044,coastal,routes
50594,50590,41.416,0.291,0.029,coastal,routes
50594,50725,249.268,1.514,0.151,coastal,routes
50597,50588,135.311,1.302,0.13,coastal,routes
50597,50598,15.397,0.168,0.017,coastal,routes
50597,50604,109.842,0.713,0.071,slowcoast,routes
50597,50613,204.866,1.272,0.127,slowcoast,routes
50597,50776,145.962,0.828,0.083,coastal,routes
50597,50780,55.821,0.35,0.035,coastal,routes
50597,50783,99.899,0.826,0.083,coastal,routes
50597,50786,168.673,1.152,0.115,coastal,routes
50597,50795,61.821,0.32,0.032,coastal,routes
50598,50169,46.841,0.292,0.029,coastal,routes
50598,50555,367.89,3.094,0.309,coastal,routes
50598,50557,292.397,2.191,0.219,coastal,routes
50598,50597,15.397,0.193,0.019,coastal,routes
50598,50610,89.361,0.477,0.048,coastal,routes
50599,50223,52.332,0.34,0.034,coastal,routes
50599,50272,282.702,2.444,0.244,coastal,routes
50599,50301,140.961,1.202,0.12,coastal,routes
50599,50609,60.57,0.499,0.05,coastal,routes
50602,50291,465.407,2.718,0.272,overseas,routes
50602,50613,160.981,1.001,0.1,coastal,routes
50602,50758,108.12,0.832,0.083,coastal,routes
50603,50050,374.068,3.167,0.317,coastal,routes
50603,50557,319.4,2.62,0.262,coastal,routes
50603,50604,34.307,0.272,0.027,slowcoast,routes
50603,50608,31.777,0.236,0.024,coastal,routes
50603,50610,36.732,0.249,0.025,coastal,routes
50603,50613,135.13,0.864,0.086,coastal,routes
50603,50790,367.359,3.106,0.311,coastal,routes
50603,50791,60.79,0.559,0.056,coastal,routes
50604,50573,226.227,1.932,0.193,coastal,routes
50604,50597,109.842,1.062,0.106,coastal,routes
50604,50603,34.307,0.36,0.036,coastal,routes
50604,50606,29.334,0.231,0.023,coastal,routes
50604,50608,27.031,0.206,0.021,coastal,routes
50604,50613,119.749,0.64,0.064,coastal,routes
50604,50790,396.829,3.34,0.334,coastal,routes
50606,50604,29.334,0.299,0.03,coastal,routes
50606,50608,43.23,0.379,0.038,coastal,routes
50606,50613,103.32,0.703,0.07,slowcoast,routes
50606,50614,141.745,0.812,0.081,coastal,routes
50606,50775,23.028,0.085,0.009,coastal,routes
50608,50603,31.777,0.342,0.034,slowcoast,routes
50608,50604,27.031,0.201,0.02,coastal,routes
50608,50606,43.23,0.307,0.031,coastal,routes
50609,50599,54.968,0.34,0.034,coastal,routes
50609,50612,100.76,0.739,0.074,coastal,routes
50610,50598,89.361,0.797,0.08,coastal,routes
50610,50603,36.732,0.269,0.027,coastal,routes
50611,50280,105.553,0.833,0.083,coastal,routes
50611,50617,187.715,1.158,0.116,coastal,routes
50612,50129,160.657,1.359,0.136,coastal,routes
50612,50301,85.74,0.709,0.071,coastal,routes
50612,50609,100.782,0.664,0.066,coastal,routes
50612,50619,125.169,1.017,0.102,coastal,routes
50613,50017,652.849,3.222,0.322,overseas,routes
50613,50169,242.042,2.129,0.213,coastal,routes
50613,50440,107.373,0.591,0.059,coastal,routes
50613,50586,492.032,4.495,0.45,coastal,routes
50613,50588,313.931,2.957,0.296,coastal,routes
50613,50590,561.522,4.718,0.472,coastal,routes
50613,50593,191.696,1.571,0.157,coastal,routes
50613,50597,204.866,1.947,0.195,coastal,routes
50613,50602,160.981,0.974,0.097,coastal,routes
50613,50603,135.13,1.278,0.128,coastal,routes
50613,50604,119.749,1.117,0.112,coastal,routes
50613,50606,103.32,0.946,0.095,coastal,routes
50613,50614,67.445,0.454,0.045,coastal,routes
50613,50631,587.306,2.941,0.294,coastal,routes
50613,50642,719.073,3.585,0.359,coastal,routes
50613,50755,571.326,5.101,0.51,coastal,routes
50613,50758,256.332,1.669,0.167,overseas,routes
50613,50775,114.597,0.95,0.095,coastal,routes
50613,50796,481.038,3.591,0.359,coastal,routes
50613,50799,128.861,0.78,0.078,coastal,routes
50614,50440,102.676,0.553,0.055,coastal,routes
50614,50606,141.745,1.119,0.112,coastal,routes
50614,50613,67.445,0.407,0.041,coastal,routes
50617,50129,32.669,0.252,0.025,coastal,routes
50617,50611,187.715,1.182,0.118,coastal,routes
50617,50646,849.693,5.643,0.564,overseas,routes
50618,50200,79.603,0.526,0.053,coastal,routes
50618,50403,152.462,10.164,1.037,upstream,routes
50619,50272,154.475,0.8,0.08,coastal,routes
50619,50612,119.549,0.703,0.07,coastal,routes
50620,50200,277.064,1.715,0.171,coastal,routes
50620,50621,167.685,0.996,0.1,coastal,routes
50620,50623,220.418,1.232,0.123,coastal,routes
50621,50620,167.685,1.044,0.104,coastal,routes
50621,50623,172.676,1.07,0.107,coastal,routes
50622,50353,223.317,1.547,0.155,coastal,routes
50622,50439,292.578,2.418,0.242,coastal,routes
50622,50440,360.554,3.03,0.303,coastal,routes
50622,50452,45.035,0.304,0.03,coastal,routes
50622,50624,123.171,0.715,0.072,coastal,routes
50622,50628,106.99,0.605,0.061,coastal,routes
50623,50620,220.418,1.399,0.14,coastal,routes
50623,50621,172.676,1.209,0.121,coastal,routes
50623,50627,163.527,0.979,0.098,coastal,routes
50624,50353,176.139,1.594,0.159,coastal,routes
50624,50439,273.639,3.067,0.307,coastal,routes
50624,50622,123.171,0.936,0.094,coastal,routes
50624,50628,90.874,0.514,0.051,coastal,routes
50624,50631,159.6,0.85,0.085,coastal,routes
50625,50452,126.721,1.044,0.104,coastal,routes
50625,50630,104.393,0.564,0.056,coastal,routes
50626,50446,113.068,0.793,0.079,coastal,routes
50626,50627,309.085,1.986,0.199,coastal,routes
50626,50632,83.382,0.594,0.059,coastal,routes
50626,50651,694.007,4.085,0.409,overseas,routes
50627,50200,400.777,2.637,0.264,overseas,routes
50627,50446,364.667,2.058,0.206,overseas,routes
50627,50623,163.527,1.131,0.113,coastal,routes
50627,50626,309.085,1.675,0.168,coastal,routes
50627,50641,266.047,1.578,0.158,coastal,routes
50628,50622,106.99,1.105,0.111,coastal,routes
50628,50624,90.874,0.665,0.067,coastal,routes
50628,50634,151.974,0.827,0.083,coastal,routes
50630,50073,193.814,0.975,0.098,coastal,routes
50630,50453,55.93,0.408,0.041,coastal,routes
50630,50625,104.393,0.881,0.088,coastal,routes
50630,50634,115.407,0.658,0.066,coastal,routes
50631,50613,701.144,5.885,0.589,coastal,routes
50631,50624,159.6,1.633,0.163,coastal,routes
50631,50634,100.799,0.573,0.057,coastal,routes
50631,50642,147.33,0.769,0.077,coastal,routes
50632,50626,83.395,0.626,0.063,coastal,routes
50632,50639,99.094,0.697,0.07,coastal,routes
50634,50453,88.374,0.803,0.08,coastal,routes
50634,50454,147.953,0.806,0.081,coastal,routes
50634,50628,151.974,1.631,0.163,coastal,routes
50634,50630,115.407,0.877,0.088,coastal,routes
50634,50631,100.799,0.724,0.072,coastal,routes
50634,50642,143.643,0.775,0.078,coastal,routes
50636,50243,16.714,0.557,0.585,road,routes
50636,50637,20.781,0.207,0.021,coastal,routes
50636,50658,52.652,0.336,0.034,coastal,routes
50637,50094,45.97,0.363,0.036,coastal,routes
50637,50636,20.781,0.176,0.018,coastal,routes
50639,50430,371.853,2.555,0.255,coastal,routes
50639,50458,166.077,1.091,0.109,coastal,routes
50639,50632,99.094,0.767,0.077,coastal,routes
50639,50641,356.71,2.177,0.218,overseas,routes
50639,50646,391.822,2.36,0.236,coastal,routes
50639,50649,302.858,1.947,0.195,coastal,routes
50641,50627,266.033,1.781,0.178,coastal,routes
50641,50639,356.71,2.067,0.207,overseas,routes
50641,50646,116.331,0.714,0.071,coastal,routes
50642,50216,69.777,0.405,0.04,coastal,routes
50642,50454,69.8,0.386,0.039,coastal,routes
50642,50613,832.912,7.36,0.736,coastal,routes
50642,50631,147.33,1.599,0.16,coastal,routes
50642,50634,143.643,1.247,0.125,coastal,routes
50643,50073,38.614,0.255,0.026,coastal,routes
50643,50719,69.065,0.515,0.051,coastal,routes
50644,50024,46.718,1.557,1.635,road,routes
50644,50216,51.721,0.349,0.035,coastal,routes
50644,50454,86.564,0.594,0.059,coastal,routes
50646,50617,841.611,5.163,0.516,overseas,routes
50646,50639,393.005,2.355,0.236,coastal,routes
50646,50641,116.331,0.859,0.086,coastal,routes
50646,50648,90.567,0.578,0.058,coastal,routes
50646,50650,346.635,2.227,0.223,coastal,routes
50647,50458,92.433,0.715,0.071,coastal,routes
50647,50649,91.245,0.603,0.06,coastal,routes
50648,50646,90.567,0.729,0.073,coastal,routes
50648,50651,418.074,2.461,0.246,coastal,routes
50649,50401,191.14,1.212,0.121,coastal,routes
50649,50639,303.403,2.327,0.233,coastal,routes
50649,50647,91.245,0.694,0.069,coastal,routes
50650,50646,346.635,2.488,0.249,coastal,routes
50651,50626,693.876,4.74,0.474,overseas,routes
50651,50648,417.506,2.959,0.296,coastal,routes
50651,50652,139.622,0.843,0.084,coastal,routes
50652,50401,230.495,1.698,0.17,coastal,routes
50652,50651,139.567,1.11,0.111,coastal,routes
50654,50181,49.562,0.272,0.027,coastal,routes
50654,50297,193.645,1.608,0.161,coastal,routes
50658,50046,30.969,0.205,0.02,coastal,routes
50658,50636,52.652,0.354,0.035,coastal,routes
50660,50284,66.032,1.321,0.449,fastup,routes
50660,50674,49.565,0.413,0.169,fastdown,routes
50661,50192,45.734,0.381,0.155,fastdown,routes
50661,50690,237.722,7.924,8.32,road,routes
50674,50150,58.307,0.583,0.198,downstream,routes
50674,50660,49.565,0.991,0.337,fastup,routes
50677,50130,166.669,5.556,5.833,road,routes
50678,50217,14.361,0.479,0.503,road,routes
50678,50700,234.137,7.805,8.195,road,routes
50682,50291,331.149,11.038,11.59,road,routes
50682,50690,373.569,12.452,13.075,road,routes
50690,50661,237.722,7.924,8.32,road,routes
50690,50682,373.569,12.452,13.075,road,routes
50690,50700,170.065,5.669,5.952,road,routes
50700,50678,234.137,7.805,8.195,road,routes
50700,50690,170.065,5.669,5.952,road,routes
50713,50108,362.107,3.469,0.347,slowcoast,routes
50713,50179,259.333,2.956,0.296,coastal,routes
50713,50354,344.659,2.891,0.289,overseas,routes
50714,50505,141.273,1.044,0.104,coastal,routes
50714,50516,256.908,1.548,0.155,coastal,routes
50715,50507,85.274,0.698,0.07,coastal,routes
50715,50513,121.232,0.723,0.072,coastal,routes
50716,50250,485.744,3.82,0.382,overseas,routes
50716,50487,126.699,0.947,0.095,coastal,routes
50716,50489,102.157,0.689,0.069,coastal,routes
50717,50389,240.75,2.117,0.212,coastal,routes
50717,50555,363.528,2.343,0.234,coastal,routes
50717,50562,252.013,1.306,0.131,coastal,routes
50717,50755,87.038,0.346,0.035,coastal,routes
50718,50305,57.267,1.909,2.004,road,routes
50718,50389,96.883,3.229,3.391,road,routes
50718,50559,137.758,0.873,0.087,coastal,routes
50718,50725,93.293,0.67,0.067,coastal,routes
50719,50038,23.756,0.792,0.831,road,routes
50719,50225,125.124,1.001,0.1,coastal,routes
50719,50452,344.039,3.52,0.352,overseas,routes
50719,50643,69.065,0.473,0.047,slowcoast,routes
50720,50327,68.622,2.287,2.402,road,routes
50720,50378,23.678,1.579,0.081,downstream,routes
50721,50128,114.057,3.802,3.992,road,routes
50721,50283,74.301,2.477,2.601,road,routes
50721,50726,3.835,0.128,0.134,road,routes
50725,50029,252.022,8.401,8.821,road,routes
50725,50305,19.258,0.642,0.674,road,routes
50725,50594,249.268,1.864,0.186,coastal,routes
50725,50718,82.087,0.474,0.047,coastal,routes
50726,50163,223.507,7.45,7.823,road,routes
50726,50283,79.81,0.665,0.271,fastdown,routes
50726,50721,3.835,0.128,0.134,road,routes
50727,50058,107.811,3.594,3.773,road,routes
50727,50163,21.155,0.705,0.74,road,routes
50727,50360,149.634,4.988,5.237,road,routes
50730,50090,101.318,3.377,3.546,road,routes
50730,50186,49.61,1.654,1.736,road,routes
50730,50421,70.027,2.334,2.451,road,routes
50731,50152,30.262,1.009,1.059,road,routes
50731,50359,91.559,3.052,3.205,road,routes
50731,50732,209.719,6.991,7.34,road,routes
50732,50266,24.238,0.808,0.848,road,routes
50732,50731,209.719,6.991,7.34,road,routes
50732,50733,57.472,1.916,2.012,road,routes
50733,50151,97.903,3.263,3.427,road,routes
50733,50528,26.448,0.882,0.926,road,routes
50733,50732,57.472,1.916,2.012,road,routes
50735,50154,165.643,5.521,5.798,road,routes
50735,50341,16.749,0.558,0.586,road,routes
50735,50757,73.038,2.435,2.556,road,routes
50736,50259,65.711,2.19,2.3,road,routes
50736,50361,119.883,3.996,4.196,road,routes
50736,50737,51.46,1.715,1.801,road,routes
50737,50118,22.972,0.766,0.804,road,routes
50737,50351,102.884,3.429,3.601,road,routes
50737,50736,51.46,1.715,1.801,road,routes
50738,50114,17.144,0.571,0.6,road,routes
50738,50310,37.65,1.255,1.318,road,routes
50738,50423,95.666,3.189,3.348,road,routes
50739,50025,75.543,2.518,2.644,road,routes
50739,50027,49.865,1.662,1.745,road,routes
50739,50153,196.623,6.554,6.882,road,routes
50741,50539,107.478,0.689,0.069,coastal,routes
50741,50540,81.012,0.292,0.029,coastal,routes
50742,50263,82.708,2.757,2.895,road,routes
50742,50419,92.801,3.093,3.248,road,routes
50743,50228,110.789,1.704,0.377,downstream,routes
50743,50287,70.022,2.334,2.451,road,routes
50743,50314,162.509,10.834,1.105,upstream,routes
50743,50325,146.431,2.929,0.996,fastup,routes
50744,50058,149.43,4.981,5.23,road,routes
50744,50075,294.636,9.821,10.312,road,routes
50744,50248,177.724,5.924,6.22,road,routes
50745,50011,98.403,0.82,0.335,fastdown,routes
50745,50208,178.29,5.943,6.24,road,routes
50745,50295,16.086,0.536,0.563,road,routes
50746,50020,23.899,0.797,0.836,road,routes
50746,50294,22.494,0.75,0.787,road,routes
50746,50502,42.416,1.414,1.485,road,routes
50747,50004,26.316,0.877,0.921,road,routes
50747,50211,15.165,0.506,0.531,road,routes
50747,50339,76.54,2.551,2.679,road,routes
50748,50035,15.258,0.509,0.534,road,routes
50748,50259,227.801,7.593,7.973,road,routes
50748,50343,204.031,6.801,7.141,road,routes
50749,50345,12.939,0.431,0.453,road,routes
50749,50469,25.941,0.865,0.908,road,routes
50749,50472,159.541,5.318,5.584,road,routes
50750,50159,34.517,1.151,1.208,road,routes
50750,50191,176.892,5.896,6.191,road,routes
50750,50535,37.603,1.253,1.316,road,routes
50751,50146,189.485,6.316,6.632,road,routes
50751,50187,79.662,2.655,2.788,road,routes
50751,50306,102.928,3.431,3.602,road,routes
50752,50124,98.779,3.293,3.457,road,routes
50752,50257,27.535,0.918,0.964,road,routes
50752,50468,56.475,1.882,1.977,road,routes
50753,50045,61.461,2.049,2.151,road,routes
50753,50089,56.194,1.873,1.967,road,routes
50753,50201,54.429,1.814,1.905,road,routes
50754,50078,63.525,1.271,0.432,fastup,routes
50754,50309,226.69,4.534,1.541,fastup,routes
50754,50323,91.328,0.761,0.311,fastdown,routes
50755,50389,200.364,1.869,0.187,coastal,routes
50755,50562,193.346,1.171,0.117,slowcoast,routes
50755,50573,255.35,1.578,0.158,coastal,routes
50755,50613,565.693,2.662,0.266,coastal,routes
50755,50717,87.038,0.612,0.061,coastal,routes
50756,50379,257.98,1.605,0.16,overseas,routes
50756,50448,148.751,0.914,0.091,coastal,routes
50756,50486,736.23,5.012,0.501,overseas,routes
50757,50030,9.332,0.311,0.327,road,routes
50757,50282,316.112,10.537,11.064,road,routes
50757,50735,73.038,2.435,2.556,road,routes
50758,50457,323.152,2.503,0.25,coastal,routes
50758,50582,52.418,0.471,0.047,coastal,routes
50758,50602,108.12,0.646,0.065,coastal,routes
50758,50613,256.332,1.477,0.148,overseas,routes
50759,50232,53.122,1.062,0.361,fastup,routes
50759,50303,182.809,1.32,0.132,coastal,routes
50759,50411,191.828,0.988,0.099,coastal,routes
50760,50080,37.738,1.258,1.321,road,routes
50760,50215,27.12,0.904,0.949,road,routes
50760,50304,91.64,3.055,3.207,road,routes
50761,50134,104.54,0.754,0.075,coastal,routes
50761,50307,96.778,0.753,0.075,coastal,routes
50761,50489,53.106,0.441,0.044,coastal,routes
50762,50286,317.835,2.619,0.262,coastal,routes
50762,50322,115.546,0.961,0.096,coastal,routes
50762,50326,270.492,1.706,0.171,coastal,routes
50763,50013,96.957,3.232,3.393,road,routes
50763,50315,45.765,1.526,1.602,road,routes
50763,50408,67.199,2.24,2.352,road,routes
50764,50251,49.346,0.987,0.336,fastup,routes
50764,50309,22.656,0.189,0.077,fastdown,routes
50764,50395,42.895,2.86,0.292,upstream,routes
50765,50237,11.803,0.393,0.413,road,routes
50765,50241,41.485,1.383,1.452,road,routes
50765,50307,10.076,0.336,0.353,road,routes
50766,50026,48.921,1.631,1.712,road,routes
50766,50225,62.115,2.071,2.174,road,routes
50766,50767,50.376,1.679,1.763,road,routes
50767,50024,17.82,0.594,0.624,road,routes
50767,50139,93.983,3.133,3.289,road,routes
50767,50766,50.376,1.679,1.763,road,routes
50768,50085,38.857,1.295,1.36,road,routes
50768,50105,80.008,2.667,2.8,road,routes
50768,50343,95.904,3.197,3.357,road,routes
50769,50158,120.236,4.008,4.208,road,routes
50769,50403,61.964,2.065,2.169,road,routes
50769,50770,58.921,1.964,2.062,road,routes
50770,50200,24.097,0.803,0.843,road,routes
50770,50399,27.755,0.925,0.971,road,routes
50770,50769,58.921,1.964,2.062,road,routes
50771,50026,36.41,1.214,1.274,road,routes
50771,50072,115.885,3.863,4.056,road,routes
50771,50170,14.483,0.483,0.507,road,routes
50771,50290,170.6,5.687,5.971,road,routes
50772,50144,26.521,0.884,0.928,road,routes
50772,50309,48.62,1.621,1.702,road,routes
50772,50395,20.577,0.686,0.72,road,routes
50773,50251,44.464,1.482,1.556,road,routes
50773,50309,19.015,0.634,0.666,road,routes
50773,50395,32.165,1.072,1.126,road,routes
50774,50061,121.241,4.041,4.243,road,routes
50774,50444,93.531,3.118,3.274,road,routes
50774,50445,67.49,2.25,2.362,road,routes
50775,50593,104.022,0.694,0.069,coastal,routes
50775,50606,23.028,0.099,0.01,coastal,routes
50775,50613,114.597,0.571,0.057,coastal,routes
50775,50799,58.562,0.184,0.018,coastal,routes
50776,50573,120.214,0.987,0.099,coastal,routes
50776,50593,58.191,0.26,0.026,coastal,routes
50776,50597,145.962,0.94,0.094,coastal,routes
50776,50777,59.317,0.269,0.027,coastal,routes
50776,50786,37.028,0.153,0.015,coastal,routes
50776,50788,55.058,0.156,0.016,coastal,routes
50777,50573,135.61,1.237,0.124,coastal,routes
50777,50593,64.713,0.354,0.035,coastal,routes
50777,50776,59.317,0.407,0.041,coastal,routes
50777,50801,66.915,0.426,0.043,coastal,routes
50778,50562,76.78,0.453,0.045,coastal,routes
50778,50573,76.068,0.356,0.036,coastal,routes
50778,50800,52.785,0.202,0.02,coastal,routes
50779,50557,31.671,0.125,0.012,coastal,routes
50779,50573,107.092,0.568,0.057,coastal,routes
50779,50800,94.311,0.493,0.049,coastal,routes
50780,50573,122.19,0.833,0.083,coastal,routes
50780,50597,55.821,0.303,0.03,coastal,routes
50780,50783,52.562,0.337,0.034,coastal,routes
50781,50573,112.107,0.563,0.056,coastal,routes
50781,50798,90.101,0.415,0.042,coastal,routes
50782,50573,72.208,0.404,0.04,coastal,routes
50782,50786,100.976,0.408,0.041,coastal,routes
50782,50788,113.655,0.39,0.039,coastal,routes
50783,50555,272.167,2.144,0.214,coastal,routes
50783,50573,95.53,0.585,0.059,coastal,routes
50783,50597,99.899,0.534,0.053,coastal,routes
50783,50780,52.562,0.232,0.023,coastal,routes
50783,50792,91.035,0.519,0.052,coastal,routes
50783,50800,107.497,0.681,0.068,coastal,routes
50784,50559,167.46,1.096,0.11,coastal,routes
50785,50573,91.941,0.749,0.075,coastal,routes
50785,50787,101.921,0.677,0.068,coastal,routes
50785,50801,50.182,0.201,0.02,coastal,routes
50786,50597,168.673,1.09,0.109,coastal,routes
50786,50776,37.028,0.151,0.015,coastal,routes
50786,50782,100.976,0.647,0.065,coastal,routes
50787,50573,112.09,0.724,0.072,coastal,routes
50787,50785,102.051,0.517,0.052,coastal,routes
50787,50797,37.107,0.212,0.021,coastal,routes
50788,50593,51.15,0.139,0.014,coastal,routes
50788,50776,55.058,0.202,0.02,coastal,routes
50788,50782,113.655,0.69,0.069,coastal,routes
50788,50789,51.226,0.199,0.02,coastal,routes
50788,50795,105.381,0.604,0.06,coastal,routes
50789,50788,51.226,0.17,0.017,coastal,routes
50789,50790,301.206,2.492,0.249,coastal,routes
50790,50603,367.359,2.062,0.206,coastal,routes
50790,50604,396.829,2.201,0.22,coastal,routes
50790,50789,301.206,1.679,0.168,coastal,routes
50790,50795,295.275,1.624,0.162,coastal,routes
50791,50603,60.79,0.261,0.026,coastal,routes
50792,50572,28.437,0.133,0.013,coastal,routes
50792,50783,91.035,0.501,0.05,coastal,routes
50793,50573,39.431,0.343,0.034,coastal,routes
50795,50573,124.627,0.865,0.086,coastal,routes
50795,50597,61.821,0.347,0.035,coastal,routes
50795,50788,105.381,0.438,0.044,coastal,routes
50795,50790,295.275,2.274,0.227,coastal,routes
50796,50522,1033.292,9.281,0.928,coastal,routes
50796,50550,129.053,0.869,0.087,coastal,routes
50796,50613,481.038,2.554,0.255,coastal,routes
50797,50573,93.129,0.628,0.063,coastal,routes
50797,50787,37.107,0.166,0.017,coastal,routes
50798,50573,33.56,0.154,0.015,coastal,routes
50798,50781,90.101,0.457,0.046,coastal,routes
50799,50613,128.861,0.64,0.064,coastal,routes
50799,50775,58.562,0.308,0.031,coastal,routes
50800,50573,35.792,0.156,0.016,coastal,routes
50800,50778,52.785,0.343,0.034,coastal,routes
50800,50779,94.311,0.593,0.059,coastal,routes
50800,50783,107.497,0.559,0.056,coastal,routes
50801,50573,128.416,1.091,0.109,coastal,routes
50801,50582,147.176,0.741,0.074,coastal,routes
50801,50777,66.915,0.334,0.033,coastal,routes
50801,50785,50.182,0.344,0.034,coastal,routes
